address_v4,address_v6,asn_v4,asn_v6,country_code,description,firmware_version,first_connected,geometry,id,is_anchor,is_public,last_connected,prefix_v4,prefix_v6,status,status_since,tags,total_uptime,type
86.181.154.33,,2856.0,,GB,,4720,1431485506.0,"{'type': 'Point', 'coordinates': [-0.08850000000000001, 51.5095]}",10684,False,True,1445251179.0,86.128.0.0/10,,"{'id': 3, 'name': 'Abandoned', 'since': '2015-10-19T10:39:39Z'}",1445251179.0,"[{'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: Auto GEOIP city', 'slug': 'system-auto-geoip-city'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",27448,Probe
86.181.154.33,,2856.0,,GB,,4720,1431522951.0,"{'type': 'Point', 'coordinates': [-0.08850000000000001, 51.5085]}",10683,False,True,1719564602.0,86.128.0.0/10,,"{'id': 4, 'name': 'Written Off', 'since': '2024-06-28T08:50:02.371491Z'}",1719564602.0,"[{'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: Auto GEOIP city', 'slug': 'system-auto-geoip-city'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",327990719,Probe
147.148.27.74,2a00:23c7:c192:7501:1:2bff:fe81:64c4,2856.0,2856.0,GB,Lucy Heatherton,5080,1648914648.0,"{'type': 'Point', 'coordinates': [-0.1305, 51.5095]}",53655,False,True,1671624241.0,147.148.0.0/14,2a00:2380::/25,"{'id': 3, 'name': 'Abandoned', 'since': '2022-12-21T12:04:01Z'}",1671624241.0,"[{'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: V4', 'slug': 'system-v4'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}]",22700393,Probe
86.181.154.33,,2856.0,,GB,,4720,1431378662.0,"{'type': 'Point', 'coordinates': [-0.0915, 51.5095]}",10525,False,True,1445251153.0,86.128.0.0/10,,"{'id': 4, 'name': 'Written Off', 'since': '2015-10-19T10:39:13Z'}",1445251153.0,"[{'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: Auto GEOIP city', 'slug': 'system-auto-geoip-city'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",53662767,Probe
86.181.84.239,,2856.0,,GB,Garioch pabma,5080,1550938520.0,"{'type': 'Point', 'coordinates': [-2.3715, 57.2785]}",51432,False,True,1737898040.0,86.128.0.0/10,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-18T01:47:08Z'}",1737164828.0,"[{'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'Fibre', 'slug': 'fibre'}, {'name': 'Home', 'slug': 'home'}, {'name': 'system: V4', 'slug': 'system-v4'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'FTTP', 'slug': 'fttp-2'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: IPv4 Stable 30d', 'slug': 'system-ipv4-stable-30d'}]",185362259,Probe
86.181.154.33,,2856.0,,GB,,4720,1431458457.0,"{'type': 'Point', 'coordinates': [-0.08850000000000001, 51.5105]}",10687,False,True,1445397344.0,86.128.0.0/10,,"{'id': 4, 'name': 'Written Off', 'since': '2015-10-21T03:15:44Z'}",1445397344.0,"[{'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: Auto GEOIP city', 'slug': 'system-auto-geoip-city'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",53848311,Probe
86.131.64.219,,2856.0,,GB,JB York Probe,4740,1478185620.0,"{'type': 'Point', 'coordinates': [-0.7905000000000001, 54.0695]}",22045,False,True,1719564607.0,86.128.0.0/12,,"{'id': 4, 'name': 'Written Off', 'since': '2024-06-28T08:50:07.005134Z'}",1719564607.0,"[{'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",250245541,Probe
86.181.154.33,2a00:23c6:3493:d501:fa1a:67ff:fe4d:4d3c,2856.0,2856.0,GB,,0,1431459321.0,"{'type': 'Point', 'coordinates': [-0.08850000000000001, 51.5105]}",10686,False,True,1445632245.0,86.128.0.0/10,2a00:2380::/25,"{'id': 3, 'name': 'Abandoned', 'since': '2015-10-23T20:30:45Z'}",1445632245.0,"[{'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: Auto GEOIP city', 'slug': 'system-auto-geoip-city'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: No flash drive', 'slug': 'system-no-flash-drive'}]",360159,Probe
212.140.126.120,,2856.0,,GB,,5080,1575136944.0,"{'type': 'Point', 'coordinates': [0.8495, 51.9885]}",54543,False,True,1714377294.0,212.140.0.0/16,,"{'id': 2, 'name': 'Disconnected', 'since': '2024-04-29T07:54:54Z'}",1714377294.0,"[{'name': 'Home', 'slug': 'home'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: V4', 'slug': 'system-v4'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",132508131,Probe
86.180.79.41,2a00:23c6:8680:d00:d66e:eff:fe23:3e7c,2856.0,2856.0,GB,BT Infinity 2 - 80/20,5080,1512220577.0,"{'type': 'Point', 'coordinates': [-0.3095, 51.5205]}",32667,False,True,1668254793.0,86.128.0.0/10,2a00:2380::/25,"{'id': 3, 'name': 'Abandoned', 'since': '2022-11-12T12:06:33Z'}",1668254793.0,"[{'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'Home', 'slug': 'home'}, {'name': 'NAT', 'slug': 'nat'}, {'name': 'Native IPv6', 'slug': 'native-ipv6'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'IPv6', 'slug': 'ipv6'}, {'name': 'VDSL2', 'slug': 'vdsl2'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}]",154561511,Probe
86.180.212.55,,2856.0,,GB,Home,4780,1445641393.0,"{'type': 'Point', 'coordinates': [-1.3905, 54.9315]}",24758,False,True,1499808597.0,86.128.0.0/10,,"{'id': 3, 'name': 'Abandoned', 'since': '2017-07-11T21:29:57Z'}",1499808597.0,"[{'name': 'DSL', 'slug': 'dsl'}, {'name': 'Home', 'slug': 'home'}, {'name': 'NAT', 'slug': 'nat'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'ADSL', 'slug': 'adsl'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",22916609,Probe
81.145.40.146,,2856.0,,GB,probe1,4700,1422473318.0,"{'type': 'Point', 'coordinates': [-0.24150000000000002, 50.8375]}",17531,False,True,1442662309.0,81.128.0.0/11,,"{'id': 3, 'name': 'Abandoned', 'since': '2015-09-19T11:31:49Z'}",1442662309.0,"[{'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",12867345,Probe
86.181.154.33,,2856.0,,GB,,4720,1431458611.0,"{'type': 'Point', 'coordinates': [-0.08850000000000001, 51.5095]}",10685,False,True,1445632246.0,86.128.0.0/10,,"{'id': 3, 'name': 'Abandoned', 'since': '2015-10-23T20:30:46Z'}",1445632246.0,"[{'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: Auto GEOIP city', 'slug': 'system-auto-geoip-city'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",360468,Probe
92.88.147.213,,15557.0,,FR,Refuge du Sotré,5080,1541089068.0,"{'type': 'Point', 'coordinates': [7.0015, 48.0415]}",50288,False,True,1737898036.0,92.88.0.0/13,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-26T03:06:47Z'}",1737860807.0,"[{'name': 'system: IPv4 Stable 30d', 'slug': 'system-ipv4-stable-30d'}, {'name': 'Home', 'slug': 'home'}, {'name': 'NAT', 'slug': 'nat'}, {'name': '3G', 'slug': '3g'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'wireless ISP', 'slug': 'wireless-isp'}, {'name': 'LTE', 'slug': 'lte'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': '4G', 'slug': '4g'}, {'name': 'system: V4', 'slug': 'system-v4'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'system: IPv4 Stable 90d', 'slug': 'system-ipv4-stable-90d'}, {'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}]",191817071,Probe
109.24.196.95,,15557.0,,FR,RIPE SFR,4720,1450372506.0,"{'type': 'Point', 'coordinates': [6.2175, 49.1105]}",26706,False,True,1451158621.0,109.0.0.0/11,,"{'id': 3, 'name': 'Abandoned', 'since': '2015-12-26T19:37:01Z'}",1451158621.0,"[{'name': 'Fibre', 'slug': 'fibre'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'IPv6', 'slug': 'ipv6'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",453856,Probe
81.64.145.252,,15557.0,,FR,monic,5020,1450628954.0,"{'type': 'Point', 'coordinates': [5.0285, 43.8295]}",26724,False,True,1632639492.0,81.64.0.0/14,,"{'id': 3, 'name': 'Abandoned', 'since': '2021-09-26T06:58:12Z'}",1632639492.0,"[{'name': 'DSL', 'slug': 'dsl'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",164295134,Probe
37.65.45.73,2a02:8429:80fa:2500::1,15557.0,15557.0,FR,,5080,1630104751.0,"{'type': 'Point', 'coordinates': [4.8785, 45.7615]}",1002828,False,True,1737898084.0,37.64.0.0/13,2a02:8400::/25,"{'id': 1, 'name': 'Connected', 'since': '2025-01-21T23:03:45Z'}",1737500625.0,"[{'name': 'system: Software', 'slug': 'system-software'}, {'name': 'FTTH', 'slug': 'ftth'}, {'name': 'Home', 'slug': 'home'}, {'name': 'Fibre', 'slug': 'fibre'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 Stable 30d', 'slug': 'system-ipv4-stable-30d'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: IPv6 Works', 'slug': 'system-ipv6-works'}, {'name': 'OpenWrt', 'slug': 'openwrt-3'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}, {'name': 'system: IPv6 Stable 1d', 'slug': 'system-ipv6-stable-1d'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'Native IPv6', 'slug': 'native-ipv6'}, {'name': 'CGN', 'slug': 'cgn'}, {'name': 'Turris', 'slug': 'turris'}, {'name': 'IPv6', 'slug': 'ipv6'}, {'name': 'SFR', 'slug': 'sfr'}, {'name': 'system: IPv6 Stable 30d', 'slug': 'system-ipv6-stable-30d'}, {'name': 'system: IPv6 Stable 90d', 'slug': 'system-ipv6-stable-90d'}]",103042336,Probe
37.66.146.110,2a02:8428:1b53:3101::2,15557.0,15557.0,FR,RIPE-ATLAS-SFR01,5080,1697212915.0,"{'type': 'Point', 'coordinates': [6.0985, 43.1605]}",1006536,False,True,1719564602.0,37.64.0.0/13,2a02:8400::/25,"{'id': 4, 'name': 'Written Off', 'since': '2024-06-28T08:50:02.463291Z'}",1719564602.0,"[{'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: Software', 'slug': 'system-software'}, {'name': 'FTTH', 'slug': 'ftth'}, {'name': 'SFR', 'slug': 'sfr'}, {'name': 'Native IPv6', 'slug': 'native-ipv6'}, {'name': 'Homelab', 'slug': 'homelab'}, {'name': 'CGN', 'slug': 'cgn'}, {'name': 'Docker', 'slug': 'docker'}, {'name': 'IPv6', 'slug': 'ipv6'}]",21455892,Probe
81.67.221.6,fdcd:c5f4:7aab:9071:a62b:b0ff:fee0:ae0,15557.0,,FR,Probe 31750,5080,1487427855.0,"{'type': 'Point', 'coordinates': [4.3895, 45.4375]}",31750,False,True,1725282057.0,81.64.0.0/14,,"{'id': 3, 'name': 'Abandoned', 'since': '2024-09-02T13:00:57Z'}",1725282057.0,"[{'name': 'Cable', 'slug': 'cable'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv6 ULA', 'slug': 'system-ipv6-ula'}, {'name': 'system: Flash drive filesystem corrupted', 'slug': 'system-flash-drive-filesystem-corrupted'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}]",229175953,Probe
37.67.112.54,2a02:842a:80f4:b800::1,15557.0,15557.0,FR,,5080,1617030713.0,"{'type': 'Point', 'coordinates': [2.5515, 48.8695]}",1002185,False,True,1737898082.0,37.64.0.0/13,2a02:8400::/25,"{'id': 1, 'name': 'Connected', 'since': '2025-01-20T13:54:04Z'}",1737381244.0,"[{'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: Software', 'slug': 'system-software'}, {'name': 'Home', 'slug': 'home'}, {'name': 'Fibre', 'slug': 'fibre'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: IPv6 Works', 'slug': 'system-ipv6-works'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: IPv4 Stable 90d', 'slug': 'system-ipv4-stable-90d'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'system: IPv6 Stable 90d', 'slug': 'system-ipv6-stable-90d'}, {'name': 'system: IPv6 Stable 1d', 'slug': 'system-ipv6-stable-1d'}, {'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}, {'name': 'system: IPv6 Stable 30d', 'slug': 'system-ipv6-stable-30d'}, {'name': 'system: IPv4 Stable 30d', 'slug': 'system-ipv4-stable-30d'}]",115051160,Probe
77.207.38.13,2001:470:c84e:1400:1:44ff:feff:4c37,15557.0,6939.0,FR,STux.fr Atlas Probe,5080,1550518509.0,"{'type': 'Point', 'coordinates': [1.6615, 48.5715]}",50598,False,True,1727911576.0,77.192.0.0/12,2001:470::/32,"{'id': 2, 'name': 'Disconnected', 'since': '2024-10-02T23:26:16Z'}",1727911576.0,"[{'name': 'Fibre', 'slug': 'fibre'}, {'name': 'Home', 'slug': 'home'}, {'name': 'IPv6 Tunnel', 'slug': 'ipv6-tunnel'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'HE', 'slug': 'he'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: V4', 'slug': 'system-v4'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}]",143969875,Probe
212.198.189.83,,15557.0,,FR,Julien LeKiwi - tiwy57.me,5080,1554410876.0,"{'type': 'Point', 'coordinates': [6.0585, 49.3295]}",51234,False,True,1737898039.0,212.198.0.0/16,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-20T13:56:50Z'}",1737381410.0,"[{'name': ""system: Doesn't Resolve AAAA"", 'slug': 'system-doesnt-resolve-aaaa'}, {'name': 'system: IPv4 Stable 90d', 'slug': 'system-ipv4-stable-90d'}, {'name': 'Cable', 'slug': 'cable'}, {'name': 'Home', 'slug': 'home'}, {'name': 'NAT', 'slug': 'nat'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'SFR', 'slug': 'sfr'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: V4', 'slug': 'system-v4'}, {'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}, {'name': 'ISP', 'slug': 'isp'}, {'name': 'system: IPv4 Stable 30d', 'slug': 'system-ipv4-stable-30d'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",183018882,Probe
93.8.174.50,,15557.0,,FR,,5010,1557418495.0,"{'type': 'Point', 'coordinates': [-1.6425, 47.2085]}",51103,False,True,1589187484.0,93.0.0.0/11,,"{'id': 3, 'name': 'Abandoned', 'since': '2020-05-11T08:58:04Z'}",1589187484.0,"[{'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: V4', 'slug': 'system-v4'}]",31063803,Probe
84.97.38.111,,15557.0,,FR,,5080,1715002279.0,"{'type': 'Point', 'coordinates': [1.6075, 50.7695]}",1008104,False,True,1737898105.0,84.96.0.0/13,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-13T14:06:08Z'}",1736777168.0,"[{'name': 'Native IPv4', 'slug': 'native-ipv4'}, {'name': 'Fibre', 'slug': 'fibre'}, {'name': 'Home', 'slug': 'home'}, {'name': 'FTTH', 'slug': 'ftth'}, {'name': 'Free', 'slug': 'free'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'IPv6', 'slug': 'ipv6'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: Software', 'slug': 'system-software'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}]",22631505,Probe
86.69.239.202,,15557.0,,FR,cyberprofilers.net (Ex Nerim),5020,1630007530.0,"{'type': 'Point', 'coordinates': [-1.9515, 48.1385]}",1002822,False,True,1737898084.0,86.64.0.0/12,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-20T23:12:51Z'}",1737414771.0,"[{'name': 'system: Software', 'slug': 'system-software'}, {'name': 'VDSL2', 'slug': 'vdsl2'}, {'name': 'Native IPv6', 'slug': 'native-ipv6'}, {'name': 'Home', 'slug': 'home'}, {'name': 'IPv6', 'slug': 'ipv6'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'NAT', 'slug': 'nat'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv4 Stable 90d', 'slug': 'system-ipv4-stable-90d'}, {'name': 'system: IPv4 Stable 30d', 'slug': 'system-ipv4-stable-30d'}]",107638788,Probe
78.127.118.244,,15557.0,,FR,,5080,1439656266.0,"{'type': 'Point', 'coordinates': [3.0485, 50.6215]}",24329,False,True,1694780393.0,78.112.0.0/12,,"{'id': 3, 'name': 'Abandoned', 'since': '2023-09-15T12:19:53Z'}",1694780393.0,"[{'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}]",166537447,Probe
84.101.103.89,2001:67c:2e8:110:6666:b3ff:feb0:ba78,15557.0,3333.0,FR,Marcoussis SFR ADSL nu,4900,1405447491.0,"{'type': 'Point', 'coordinates': [2.2315, 48.6415]}",15699,False,True,1719564603.0,84.96.0.0/13,2001:67c:2e8::/48,"{'id': 4, 'name': 'Written Off', 'since': '2024-06-28T08:50:03.360400Z'}",1719564603.0,"[{'name': 'DSL', 'slug': 'dsl'}, {'name': 'Home', 'slug': 'home'}, {'name': 'NAT', 'slug': 'nat'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'ADSL', 'slug': 'adsl'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",294652443,Probe
77.207.47.58,,15557.0,,FR,,4720,1419077240.0,"{'type': 'Point', 'coordinates': [2.4805, 48.9075]}",22160,False,True,1448549184.0,77.192.0.0/12,,"{'id': 3, 'name': 'Abandoned', 'since': '2015-11-26T14:46:24Z'}",1448549184.0,"[{'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",25910477,Probe
84.102.186.217,,15557.0,,FR,,0,1400953473.0,"{'type': 'Point', 'coordinates': [1.9315, 47.9015]}",17088,False,True,1719564603.0,84.96.0.0/13,,"{'id': 4, 'name': 'Written Off', 'since': '2024-06-28T08:50:03.702363Z'}",1719564603.0,"[{'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",303560895,Probe
37.65.160.251,2a02:8428:18c8:7201:a62b:b0ff:fedf:f484,15557.0,15557.0,FR,,5080,1500583508.0,"{'type': 'Point', 'coordinates': [3.7895000000000003, 46.8995]}",29644,False,True,1737898012.0,37.64.0.0/13,2a02:8400::/25,"{'id': 1, 'name': 'Connected', 'since': '2025-01-24T17:31:20Z'}",1737739880.0,"[{'name': 'Home', 'slug': 'home'}, {'name': 'NAT', 'slug': 'nat'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'IPv6', 'slug': 'ipv6'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'FTTH', 'slug': 'ftth'}, {'name': 'Fibre', 'slug': 'fibre'}, {'name': 'SFR', 'slug': 'sfr'}, {'name': 'dual-stack', 'slug': 'dual-stack'}, {'name': 'system: IPv6 Capable', 'slug': 'system-ipv6-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: IPv6 Works', 'slug': 'system-ipv6-works'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}, {'name': 'system: IPv6 Stable 1d', 'slug': 'system-ipv6-stable-1d'}]",156214221,Probe
213.169.178.38,,15557.0,,FR,SFR St Cyr l'Ecole,5080,1401131629.0,"{'type': 'Point', 'coordinates': [2.0615, 48.7985]}",17093,False,True,1737897970.0,213.169.160.0/19,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-01T20:18:30Z'}",1735762710.0,"[{'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'Cable', 'slug': 'cable'}, {'name': 'Home', 'slug': 'home'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'system: V3', 'slug': 'system-v3'}, {'name': 'system: IPv4 Stable 90d', 'slug': 'system-ipv4-stable-90d'}, {'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}, {'name': 'system: IPv4 Stable 30d', 'slug': 'system-ipv4-stable-30d'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}]",321610362,Probe
92.95.66.21,,15557.0,,FR,OUPSMAN'S VIRTUAL PROBE,5030,1632903676.0,"{'type': 'Point', 'coordinates': [1.9695, 47.9115]}",1002949,False,True,1737898085.0,92.88.0.0/13,,"{'id': 1, 'name': 'Connected', 'since': '2025-01-20T13:57:08Z'}",1737381428.0,"[{'name': 'system: IPv4 Stable 30d', 'slug': 'system-ipv4-stable-30d'}, {'name': 'system: IPv4 Stable 1d', 'slug': 'system-ipv4-stable-1d'}, {'name': 'Native IPv4', 'slug': 'native-ipv4'}, {'name': 'Fibre', 'slug': 'fibre'}, {'name': 'Home', 'slug': 'home'}, {'name': 'NAT', 'slug': 'nat'}, {'name': 'docker synology', 'slug': 'docker-synology'}, {'name': 'IPv4', 'slug': 'ipv4'}, {'name': 'system: IPv4 Capable', 'slug': 'system-ipv4-capable'}, {'name': 'system: IPv4 RFC1918', 'slug': 'system-ipv4-rfc1918'}, {'name': 'system: Software', 'slug': 'system-software'}, {'name': 'system: IPv4 Works', 'slug': 'system-ipv4-works'}, {'name': 'system: Resolves A Correctly', 'slug': 'system-resolves-a-correctly'}, {'name': 'system: Resolves AAAA Correctly', 'slug': 'system-resolves-aaaa-correctly'}]",103071187,Probe
